target_id	length	eff_length	est_counts	tpm
ENSMUST00000110621.3	1500	1321	0	0
ENSMUST00000222520.2	767	588	0	0
ENSMUST00000222382.2	377	198	0	0
ENSMUST00000107237.8	1332	1153	721	209.815
ENSMUST00000071664.12	1276	1097	0	0
ENSMUST00000140348.8	695	516	0	0
ENSMUST00000117355.2	1756	1577	0	0
ENSMUST00000140280.8	2120	1941	0	0
ENSMUST00000136868.2	1626	1447	0	0
ENSMUST00000147960.2	903	724	0	0
ENSMUST00000143688.2	314	135	0	0
ENSMUST00000066134.6	1829	1650	0	0
ENSMUST00000124633.2	739	560	0	0
ENSMUST00000129244.2	3644	3465	0	0
ENSMUST00000110620.2	757	578	34.1797	19.8414
ENSMUST00000110619.2	1276	1097	0	0
ENSMUST00000054544.7	526	347	2553.82	2469.41
ENSMUST00000226407.2	404	225	0	0
ENSMUST00000227496.2	6004	5825	0	0
ENSMUST00000075132.8	5636	5457	0	0
ENSMUST00000223192.2	1147	968	0	0
ENSMUST00000032165.16	1675	1496	40	8.97139
ENSMUST00000129035.2	666	487	0	0
ENSMUST00000060579.10	2614	2435	56	7.7165
ENSMUST00000021356.6	3390	3211	0	0
ENSMUST00000052910.6	1537	1358	0	0
ENSMUST00000222699.2	945	766	0	0
ENSMUST00000022100.7	3456	3277	0	0
ENSMUST00000078953.9	4585	4406	0	0
ENSMUST00000229935.2	5261	5082	0	0
ENSMUST00000229416.2	1969	1790	0	0
ENSMUST00000230111.2	1904	1725	49	9.531
ENSMUST00000229755.2	2677	2498	0	0
ENSMUST00000230823.2	2028	1849	0	0
ENSMUST00000117173.8	1165	986	0	0
ENSMUST00000088468.7	1300	1121	0	0
ENSMUST00000204427.2	417	238	0	0
ENSMUST00000172821.4	1044	865	0	0
ENSMUST00000173710.2	250	71.016	0	0
ENSMUST00000137138.2	767	588	0	0
ENSMUST00000153613.2	357	178	0	0
ENSMUST00000064035.13	3287	3108	0	0
ENSMUST00000150023.2	3231	3052	0	0
ENSMUST00000132384.2	2445	2266	0	0
ENSMUST00000112216.2	2676	2497	0	0
ENSMUST00000163588.8	2983	2804	0	0
ENSMUST00000065204.8	3470	3291	0	0
ENSMUST00000023312.14	6036	5857	273	15.6394
ENSMUST00000167115.8	1621	1442	0	0
ENSMUST00000170035.8	1917	1738	0	0
ENSMUST00000163788.8	439	260	0	0
ENSMUST00000164888.2	642	463	0	0
ENSMUST00000164728.8	1885	1706	0	0
ENSMUST00000168071.2	878	699	0	0
ENSMUST00000079379.3	776	597	0	0
ENSMUST00000201734.4	2660	2481	0	0
ENSMUST00000062827.12	3725	3546	0	0
ENSMUST00000177300.8	461	282	0	0
ENSMUST00000176095.4	2109	1930	0	0
ENSMUST00000178006.8	3726	3547	0	0
ENSMUST00000143467.8	1020	841	0	0
ENSMUST00000152936.8	604	425	0	0
ENSMUST00000016639.12	1012	833	0	0
ENSMUST00000141838.2	895	716	0	0
ENSMUST00000155367.8	819	640	0	0
ENSMUST00000126800.8	405	226	0	0
ENSMUST00000138051.2	653	474	0	0
ENSMUST00000129608.2	476	297	0	0
ENSMUST00000139860.2	750	571	0	0
ENSMUST00000139176.2	986	807	0	0
ENSMUST00000073387.5	3273	3094	0	0
ENSMUST00000204357.2	2948	2769	0	0
ENSMUST00000204238.2	1004	825	0	0
ENSMUST00000022142.7	5464	5285	0	0
ENSMUST00000222155.2	5361	5182	0	0
ENSMUST00000221943.2	4609	4430	0	0
ENSMUST00000221727.2	1968	1789	0	0
ENSMUST00000108182.10	4980	4801	0	0
ENSMUST00000198389.5	3020	2841	0	0
ENSMUST00000197489.5	1018	839	0	0
ENSMUST00000197546.5	621	442	0	0
ENSMUST00000200661.5	845	666	0	0
ENSMUST00000148465.8	784	605	0	0
ENSMUST00000196261.2	776	597	0	0
ENSMUST00000196263.5	684	505	0	0
ENSMUST00000196115.2	631	452	0	0
ENSMUST00000198362.2	282	103	0	0
ENSMUST00000196270.5	588	409	0	0
ENSMUST00000199173.3	546	367	0	0
ENSMUST00000196174.2	2949	2770	0	0
ENSMUST00000178098.8	4434	4255	0	0
ENSMUST00000022954.7	1887	1708	0	0
ENSMUST00000229683.2	1740	1561	0	0
ENSMUST00000230847.2	1344	1165	49	14.1124
ENSMUST00000229534.2	688	509	0	0
ENSMUST00000229234.2	2861	2682	0	0
ENSMUST00000230073.2	501	322	0	0
ENSMUST00000026084.5	3785	3606	20	1.86095
ENSMUST00000236270.2	4393	4214	0	0
ENSMUST00000034093.15	4513	4334	112	8.67083
ENSMUST00000162950.2	927	748	0	0
ENSMUST00000199251.2	1064	885	0	0
ENSMUST00000159401.2	2625	2446	0	0
ENSMUST00000161316.2	347	168	0	0
ENSMUST00000056978.8	6866	6687	0	0
ENSMUST00000223881.2	3917	3738	28	2.51333
ENSMUST00000225836.2	649	470	0	0
ENSMUST00000224756.2	686	507	0	0
ENSMUST00000225591.2	3426	3247	0	0
ENSMUST00000223856.2	374	195	0	0
ENSMUST00000225904.2	707	528	0	0
ENSMUST00000238722.2	501	322	0	0
ENSMUST00000224457.2	309	130	0	0
ENSMUST00000224923.2	703	524	0	0
ENSMUST00000167180.8	1324	1145	90.4768	26.5133
ENSMUST00000046651.7	1135	956	0	0
ENSMUST00000233426.2	590	411	13.5232	11.04
ENSMUST00000016640.8	3622	3443	0	0
ENSMUST00000163361.8	1534	1355	0	0
ENSMUST00000170626.2	1819	1640	0	0
ENSMUST00000040427.14	2320	2141	0	0
ENSMUST00000164787.8	2744	2565	0	0
ENSMUST00000165614.9	2162	1983	0	0
ENSMUST00000226693.2	2165	1986	0	0
ENSMUST00000167623.2	1476	1297	0	0
ENSMUST00000033609.9	4502	4323	0	0
ENSMUST00000113287.8	3661	3482	0	0
ENSMUST00000149658.2	7514	7335	0	0
ENSMUST00000156778.8	775	596	0	0
ENSMUST00000144483.2	552	373	0	0
ENSMUST00000136510.3	574	395	0	0
ENSMUST00000113286.8	2717	2538	0	0
ENSMUST00000148080.2	743	564	0	0
ENSMUST00000046549.5	1420	1241	0	0
ENSMUST00000233707.2	317	138	0	0
ENSMUST00000143914.8	2697	2518	0	0
ENSMUST00000036412.4	2589	2410	0	0
ENSMUST00000099274.4	5982	5803	24	1.38768
ENSMUST00000024970.11	1621	1442	0	0
ENSMUST00000234392.2	1252	1073	0	0
ENSMUST00000161481.2	743	564	0	0
ENSMUST00000221986.2	545	366	0	0
ENSMUST00000221411.2	1641	1462	0	0
ENSMUST00000021359.7	1706	1527	0	0
ENSMUST00000221806.2	1237	1058	0	0
ENSMUST00000057398.4	882	703	0	0
ENSMUST00000077228.11	674	495	0	0
ENSMUST00000078559.5	748	569	0	0
ENSMUST00000062216.4	2916	2737	0	0
ENSMUST00000174353.2	1580	1401	0	0
ENSMUST00000174573.2	422	243	0	0
ENSMUST00000024701.9	2040	1861	0	0
ENSMUST00000233238.2	2509	2330	1	0.144004
ENSMUST00000233954.2	2902	2723	0	0
ENSMUST00000232822.2	2064	1885	0	0
ENSMUST00000233812.2	1045	866	0	0
ENSMUST00000197383.5	3156	2977	82.7601	9.32768
ENSMUST00000029770.8	3489	3310	0	0
ENSMUST00000197662.5	2467	2288	0	0
ENSMUST00000196340.2	2489	2310	0	0
ENSMUST00000195965.2	478	299	0	0
ENSMUST00000199593.2	638	459	33.2399	24.2984
ENSMUST00000070178.5	1093	914	0	0
ENSMUST00000112576.4	1649	1470	0	0
ENSMUST00000235164.2	1729	1550	0	0
ENSMUST00000063456.5	814	635	0	0
ENSMUST00000006053.13	4623	4444	4.76182e-08	3.59526e-09
ENSMUST00000231311.2	509	330	0	0
ENSMUST00000232185.2	916	737	0	0
ENSMUST00000163476.10	4532	4353	57.809	4.45593
ENSMUST00000231257.2	497	318	0	0
ENSMUST00000165363.10	3046	2867	0	0
ENSMUST00000231949.2	626	447	0	0
ENSMUST00000232578.2	2915	2736	70.1801	8.60655
ENSMUST00000232043.2	460	281	0	0
ENSMUST00000090159.13	4565	4386	0.0279226	0.00213609
ENSMUST00000232417.2	5017	4838	0	0
ENSMUST00000232116.2	921	742	0	0
ENSMUST00000231736.2	516	337	0	0
ENSMUST00000232468.2	2446	2267	0	0
ENSMUST00000232442.2	472	293	0	0
ENSMUST00000231887.2	270	91.0003	0	0
ENSMUST00000232271.2	1672	1493	5.16305	1.16032
ENSMUST00000231722.2	2136	1957	0	0
ENSMUST00000231627.2	2329	2150	0	0
ENSMUST00000231436.2	2256	2077	0	0
ENSMUST00000231792.2	1722	1543	0	0
ENSMUST00000232021.2	2166	1987	0	0
ENSMUST00000232487.2	444	265	0	0
ENSMUST00000231378.2	874	695	0	0
ENSMUST00000232270.2	793	614	0	0
ENSMUST00000159478.3	3195	3016	0	0
ENSMUST00000024794.12	956	777	0	0
ENSMUST00000162481.2	473	294	0	0
ENSMUST00000159988.2	479	300	0	0
ENSMUST00000160259.2	345	166	0	0
ENSMUST00000059534.5	930	751	0	0
ENSMUST00000163089.2	1278	1099	0	0
ENSMUST00000069634.6	1206	1027	0	0
ENSMUST00000024702.5	2575	2396	10	1.40038
ENSMUST00000233776.2	422	243	0	0
ENSMUST00000216650.2	1799	1620	0	0
ENSMUST00000090156.2	942	763	0	0
ENSMUST00000022102.9	2340	2161	80	12.4213
ENSMUST00000221417.2	334	155	0	0
ENSMUST00000222343.2	830	651	0	0
ENSMUST00000221130.2	736	557	0	0
ENSMUST00000046525.10	2123	1944	0	0
ENSMUST00000204324.3	4275	4096	0	0
ENSMUST00000203396.3	4404	4225	0	0
ENSMUST00000170504.2	1039	860	0	0
ENSMUST00000235298.2	1445	1266	0	0
ENSMUST00000035548.16	7428	7249	0	0
ENSMUST00000141250.2	5060	4881	0	0
ENSMUST00000182629.3	792	613	203.16	111.201
ENSMUST00000022953.10	18692	18513	0	0
ENSMUST00000229634.2	1493	1314	0	0
ENSMUST00000230569.2	1688	1509	0	0
ENSMUST00000229189.2	670	491	0	0
ENSMUST00000032168.7	3172	2993	81.1516	9.0975
ENSMUST00000136103.2	720	541	0	0
ENSMUST00000203200.3	803	624	0	0
ENSMUST00000145421.2	2523	2344	0	0
ENSMUST00000203943.2	666	487	0	0
ENSMUST00000204502.2	517	338	0	0
ENSMUST00000130918.8	935	756	0	0
ENSMUST00000130807.2	794	615	0	0
ENSMUST00000139676.8	621	442	0	0
ENSMUST00000139551.8	380	201	0	0
ENSMUST00000125016.2	472	293	0	0
ENSMUST00000155079.2	369	190	8.84838	15.6258
ENSMUST00000234881.2	1073	894	0	0
ENSMUST00000024916.7	6828	6649	0	0
ENSMUST00000234368.2	3957	3778	0	0
ENSMUST00000234269.2	653	474	0	0
ENSMUST00000171986.8	5363	5184	26	1.68283
ENSMUST00000051996.13	4482	4303	0	0
ENSMUST00000170819.2	1539	1360	0	0
ENSMUST00000035701.6	2360	2181	0	0
ENSMUST00000235165.2	2349	2170	0	0
ENSMUST00000224284.3	1955	1776	0	0
ENSMUST00000236760.2	2872	2693	0	0
ENSMUST00000235721.2	1173	994	2	0.675111
ENSMUST00000237774.2	458	279	0	0
ENSMUST00000237095.2	466	287	0	0
ENSMUST00000235693.2	601	422	0	0
ENSMUST00000237809.2	304	125	0	0
ENSMUST00000007042.6	1996	1817	0	0
ENSMUST00000218583.2	4522	4343	0	0
ENSMUST00000049784.17	7202	7023	25.2153	1.20468
ENSMUST00000219060.2	3179	3000	0	0
ENSMUST00000219899.2	448	269	0	0
ENSMUST00000219231.2	476	297	0	0
ENSMUST00000021009.10	5027	4848	0	0
ENSMUST00000219463.2	632	453	0	0
ENSMUST00000217961.2	1612	1433	0	0
ENSMUST00000218198.2	2735	2556	0	0
ENSMUST00000220072.2	504	325	0	0
ENSMUST00000219744.2	796	617	26.7847	14.5658
ENSMUST00000086423.6	1988	1809	0	0
ENSMUST00000074574.13	2838	2659	0	0
ENSMUST00000161587.8	1786	1607	0	0
ENSMUST00000162313.8	782	603	0	0
ENSMUST00000162132.8	426	247	0	0
ENSMUST00000161418.8	1696	1517	0	0
ENSMUST00000162467.2	575	396	0	0
ENSMUST00000052747.4	2294	2115	0	0
ENSMUST00000065286.2	2035	1856	0	0
ENSMUST00000235995.2	1146	967	0	0
ENSMUST00000235293.2	1598	1419	0	0
ENSMUST00000238054.2	951	772	0	0
ENSMUST00000237339.2	725	546	0	0
ENSMUST00000238119.2	634	455	0	0
ENSMUST00000237120.2	4184	4005	0	0
ENSMUST00000057251.8	1052	873	0	0
ENSMUST00000223196.2	2663	2484	0	0
ENSMUST00000022104.9	4313	4134	0	0
ENSMUST00000223303.2	3730	3551	0	0
ENSMUST00000221522.2	2708	2529	0	0
ENSMUST00000222251.2	569	390	0	0
ENSMUST00000222912.2	639	460	0	0
ENSMUST00000223325.2	550	371	0	0
ENSMUST00000227951.2	407	228	0	0
ENSMUST00000226779.2	2072	1893	0	0
ENSMUST00000226221.2	2559	2380	0	0
ENSMUST00000238818.2	3378	3199	0	0
ENSMUST00000228284.2	3297	3118	0	0
ENSMUST00000226875.2	2674	2495	1	0.134481
ENSMUST00000226967.2	2826	2647	0	0
ENSMUST00000227011.2	2496	2317	0	0
ENSMUST00000088788.4	2887	2708	0	0
ENSMUST00000217978.2	4054	3875	0	0
ENSMUST00000171307.2	954	775	0	0
ENSMUST00000151898.2	417	238	0	0
ENSMUST00000069023.4	3110	2931	0	0
ENSMUST00000134707.2	960	781	0	0
ENSMUST00000120933.5	4644	4465	0	0
ENSMUST00000184878.7	3351	3172	0	0
ENSMUST00000184743.3	4134	3955	0	0
ENSMUST00000184591.2	1642	1463	15	3.44016
ENSMUST00000203223.2	291	112	0	0
ENSMUST00000038804.4	1572	1393	0	0
ENSMUST00000184664.2	647	468	0	0
ENSMUST00000051277.4	1573	1394	0	0
ENSMUST00000195280.3	4212	4033	8	0.665569
ENSMUST00000148326.8	584	405	0	0
ENSMUST00000149098.8	445	266	0	0
ENSMUST00000181635.8	398	219	0	0
ENSMUST00000125102.2	332	153	0	0
ENSMUST00000141922.8	367	188	0	0
ENSMUST00000154085.2	672	493	7	4.76412
ENSMUST00000227120.2	2943	2764	277	33.6258
ENSMUST00000227733.2	729	550	0	0
ENSMUST00000045517.10	2798	2619	0	0
ENSMUST00000086325.13	2443	2264	0	0
ENSMUST00000226460.2	665	486	0	0
ENSMUST00000049295.15	6404	6225	186.348	10.0442
ENSMUST00000075606.6	2852	2673	0	0
ENSMUST00000236215.2	3160	2981	0	0
ENSMUST00000235730.2	2815	2636	0	0
ENSMUST00000237367.2	545	366	0	0
ENSMUST00000237081.2	2493	2314	0	0
ENSMUST00000237868.2	821	642	0	0
ENSMUST00000160918.8	2077	1898	0	0
ENSMUST00000074241.9	1821	1642	0	0
ENSMUST00000170753.2	477	298	0	0
ENSMUST00000170455.2	796	617	0	0
ENSMUST00000049323.9	1619	1440	136	31.689
ENSMUST00000236324.2	777	598	0	0
ENSMUST00000235748.2	332	153	0	0
ENSMUST00000075316.10	10371	10192	0	0
ENSMUST00000107745.8	4026	3847	0	0
ENSMUST00000192463.2	3681	3502	0	0
ENSMUST00000194383.6	3462	3283	0	0
ENSMUST00000193645.6	4799	4620	0	0
ENSMUST00000194523.6	2719	2540	0	0
ENSMUST00000195062.2	1975	1796	77	14.3852
ENSMUST00000194164.2	2147	1968	0	0
ENSMUST00000224970.2	338	159	0	0
ENSMUST00000021806.11	2708	2529	0	0
ENSMUST00000110118.8	881	702	34	16.2507
ENSMUST00000151509.9	609	430	0	0
ENSMUST00000136864.8	838	659	43	21.8935
ENSMUST00000154802.2	779	600	0	0
ENSMUST00000133100.2	698	519	0	0
ENSMUST00000124948.2	315	136	0	0
ENSMUST00000077775.11	3498	3319	0	0
ENSMUST00000114998.8	3017	2838	0	0
ENSMUST00000129677.2	380	201	0	0
ENSMUST00000115000.4	3184	3005	0	0
ENSMUST00000156654.2	347	168	0	0
ENSMUST00000058845.9	1855	1676	452	90.489
ENSMUST00000228597.2	363	184	0	0
ENSMUST00000046254.3	3202	3023	0	0
ENSMUST00000155827.2	1804	1625	0	0
ENSMUST00000061522.8	1451	1272	0	0
ENSMUST00000124038.2	2057	1878	0	0
ENSMUST00000024704.10	694	515	1	0.651515
ENSMUST00000122991.2	434	255	0	0
ENSMUST00000127144.2	891	712	0	0
ENSMUST00000229585.2	6915	6736	0	0
ENSMUST00000159993.8	8809	8630	0	0
ENSMUST00000160513.2	659	480	0	0
ENSMUST00000162081.2	1210	1031	0	0
ENSMUST00000001416.8	1989	1810	274.699	50.9224
ENSMUST00000235494.2	538	359	0	0
ENSMUST00000236395.2	703	524	0	0
ENSMUST00000235863.2	546	367	46.3015	42.3311
ENSMUST00000159891.7	584	405	0	0
ENSMUST00000161636.8	343	164	0	0
ENSMUST00000161365.8	918	739	0	0
ENSMUST00000041779.13	2481	2302	0	0
ENSMUST00000032248.8	1261	1082	0	0
ENSMUST00000180975.3	2266	2087	0	0
ENSMUST00000186961.7	950	771	0	0
ENSMUST00000190686.7	8864	8685	0	0
ENSMUST00000088621.11	8564	8385	66.3054	2.65324
ENSMUST00000233636.2	678	499	0	0
ENSMUST00000191385.3	459	280	0	0
ENSMUST00000190293.2	431	252	0	0
ENSMUST00000186045.2	494	315	0	0
ENSMUST00000189977.2	2092	1913	0	0
ENSMUST00000186914.2	2991	2812	0	0
ENSMUST00000186259.2	647	468	0	0
ENSMUST00000190568.2	597	418	111.695	89.6577
ENSMUST00000145266.8	1630	1451	0	0
ENSMUST00000231227.2	380	201	0	0
ENSMUST00000232450.2	518	339	0	0
ENSMUST00000232447.2	442	263	0	0
ENSMUST00000066984.14	1656	1477	0	0
ENSMUST00000142182.8	1796	1617	0	0
ENSMUST00000134842.8	1252	1073	0	0
ENSMUST00000124698.8	365	186	0	0
ENSMUST00000124644.2	698	519	0	0
ENSMUST00000066940.8	1065	886	8.6439	3.27346
ENSMUST00000147229.8	1572	1393	0	0
ENSMUST00000152049.2	450	271	3.3561	4.15525
ENSMUST00000031879.5	4497	4318	0	0
ENSMUST00000131341.2	918	739	0	0
ENSMUST00000134122.8	896	717	0	0
ENSMUST00000152954.8	3336	3157	12	1.27538
ENSMUST00000019287.9	2002	1823	0	0
ENSMUST00000145876.2	772	593	0	0
ENSMUST00000131952.2	819	640	0	0
ENSMUST00000155842.2	406	227	0	0
ENSMUST00000124204.2	769	590	0	0
ENSMUST00000067492.8	553	374	0	0
ENSMUST00000159365.8	4118	3939	0	0
ENSMUST00000054661.8	4137	3958	0	0
ENSMUST00000160647.2	3648	3469	0	0
ENSMUST00000225182.2	2337	2158	0	0
ENSMUST00000159068.2	4282	4103	0	0
ENSMUST00000161339.2	2788	2609	0	0
ENSMUST00000044624.8	12300	12121	25.0057	0.692201
ENSMUST00000088455.6	1174	995	0	0
ENSMUST00000069579.7	537	358	2455.62	2301.49
ENSMUST00000233593.2	578	399	0	0
ENSMUST00000232702.2	581	402	2.06284	1.72175
ENSMUST00000233483.2	442	263	0	0
ENSMUST00000233796.2	512	333	0	0
ENSMUST00000233857.2	366	187	0	0
ENSMUST00000233519.2	414	235	70.2961	100.368
ENSMUST00000233882.2	564	385	0	0
ENSMUST00000149685.8	2804	2625	0	0
ENSMUST00000138918.8	2658	2479	79	10.6926
ENSMUST00000044509.7	2696	2517	1.65297e-05	2.2035e-06
ENSMUST00000178165.2	841	662	0	0
ENSMUST00000177748.2	391	212	0	0
ENSMUST00000110457.8	8125	7946	0	0
ENSMUST00000137601.8	2826	2647	0	0
ENSMUST00000127486.2	970	791	0	0
ENSMUST00000130517.8	641	462	0	0
ENSMUST00000126076.2	599	420	0	0
ENSMUST00000135981.8	727	548	0	0
ENSMUST00000022882.12	5880	5701	0	0
ENSMUST00000135173.8	881	702	0	0
ENSMUST00000131834.2	463	284	0	0
ENSMUST00000124966.8	748	569	0	0
ENSMUST00000151360.7	376	197	0	0
ENSMUST00000125667.3	1030	851	0	0
ENSMUST00000145587.2	618	439	0	0
ENSMUST00000045054.11	5257	5078	52.6076	3.47606
ENSMUST00000121083.8	3342	3163	0	0
ENSMUST00000045140.5	5256	5077	57.3924	3.79296
ENSMUST00000152100.2	2348	2169	0	0
ENSMUST00000165486.8	643	464	0	0
ENSMUST00000151021.8	1942	1763	0	0
ENSMUST00000141794.2	457	278	0	0
ENSMUST00000153952.2	453	274	0	0
ENSMUST00000224453.2	960	781	0	0
ENSMUST00000225196.2	3194	3015	0	0
ENSMUST00000022535.9	5576	5397	0	0
ENSMUST00000225518.2	2044	1865	0	0
ENSMUST00000223658.2	1257	1078	0	0
ENSMUST00000225286.2	1317	1138	0	0
ENSMUST00000224810.2	1884	1705	0	0
ENSMUST00000225521.2	1759	1580	0	0
ENSMUST00000225923.2	1965	1786	0	0
ENSMUST00000225243.2	1980	1801	0	0
ENSMUST00000224692.2	2117	1938	0	0
ENSMUST00000225124.2	1985	1806	0	0
ENSMUST00000225806.2	1836	1657	0	0
ENSMUST00000223754.2	1841	1662	0	0
ENSMUST00000225655.2	1481	1302	0	0
ENSMUST00000223568.2	1396	1217	0	0
ENSMUST00000225407.2	651	472	0	0
ENSMUST00000225934.2	755	576	0	0
ENSMUST00000165390.9	729	550	0	0
ENSMUST00000024797.16	2646	2467	0	0
ENSMUST00000173033.8	2588	2409	0	0
ENSMUST00000173362.8	1936	1757	0	0
ENSMUST00000174647.2	1736	1557	0	0
ENSMUST00000174268.2	421	242	0	0
ENSMUST00000173430.2	447	268	0	0
ENSMUST00000070316.12	4855	4676	25.5045	1.8301
ENSMUST00000137840.2	998	819	15.5329	6.36355
ENSMUST00000033427.7	2677	2498	0	0
ENSMUST00000146389.2	332	153	0	0
ENSMUST00000063445.13	2620	2441	0	0
ENSMUST00000127791.2	228	49.4247	0	0
ENSMUST00000173419.2	1404	1225	0	0
ENSMUST00000001419.10	2310	2131	917	144.383
ENSMUST00000235399.2	707	528	0	0
ENSMUST00000033761.13	8138	7959	0	0
ENSMUST00000128136.8	3480	3301	33	3.35428
ENSMUST00000114372.3	8262	8083	0	0
ENSMUST00000156204.2	882	703	0	0
ENSMUST00000131091.2	828	649	0	0
ENSMUST00000128325.2	476	297	0	0
ENSMUST00000224056.3	4113	3934	0	0
ENSMUST00000049248.7	5331	5152	1	0.0651262
ENSMUST00000224265.2	1834	1655	0	0
ENSMUST00000225085.2	4316	4137	0	0
ENSMUST00000237739.2	3785	3606	0	0
ENSMUST00000236284.2	702	523	0	0
ENSMUST00000235209.2	2036	1857	0	0
ENSMUST00000237488.2	1649	1470	0	0
ENSMUST00000224229.2	6404	6225	0	0
ENSMUST00000225659.2	556	377	0	0
ENSMUST00000236314.2	829	650	0	0
ENSMUST00000236050.2	1540	1361	0	0
ENSMUST00000235999.2	807	628	0	0
ENSMUST00000224953.2	2221	2042	0	0
ENSMUST00000050859.13	2444	2265	0	0
ENSMUST00000224819.2	9482	9303	0	0
ENSMUST00000110391.4	9789	9610	0	0
ENSMUST00000131691.8	936	757	0	0
ENSMUST00000224657.2	3124	2945	0	0
ENSMUST00000225046.2	1653	1474	0	0
ENSMUST00000144621.8	724	545	0	0
ENSMUST00000142882.2	622	443	0	0
ENSMUST00000167746.8	9727	9548	0	0
ENSMUST00000022629.9	4520	4341	699.882	54.0962
ENSMUST00000059906.8	1373	1194	0	0
ENSMUST00000115444.3	1076	897	0	0
ENSMUST00000164140.2	870	691	0	0
ENSMUST00000213997.2	3082	2903	0	0
ENSMUST00000053647.5	954	775	0	0
ENSMUST00000199113.5	2934	2755	74	9.01242
ENSMUST00000029259.10	2455	2276	0	0
ENSMUST00000200552.2	468	289	0	0
ENSMUST00000199092.2	6751	6572	0	0
ENSMUST00000198515.5	2114	1935	0	0
ENSMUST00000197580.2	821	642	0	0
ENSMUST00000200163.2	802	623	0	0
ENSMUST00000200162.2	757	578	0	0
ENSMUST00000112554.9	1140	961	0	0
ENSMUST00000024118.11	1229	1050	0	0
ENSMUST00000144840.2	362	183	0	0
ENSMUST00000117130.8	1136	957	0	0
ENSMUST00000151714.4	1404	1225	0	0
ENSMUST00000205129.2	363	184	0	0
ENSMUST00000039803.7	2139	1960	0	0
ENSMUST00000226998.2	599	420	0	0
ENSMUST00000227684.2	526	347	0	0
ENSMUST00000227936.2	688	509	0	0
ENSMUST00000122936.8	1088	909	0	0
ENSMUST00000024926.14	1128	949	0	0
ENSMUST00000151797.3	1799	1620	0	0
ENSMUST00000141788.2	903	724	0	0
ENSMUST00000055475.9	1498	1319	0	0
ENSMUST00000089236.11	5518	5339	33	2.07389
ENSMUST00000122431.3	3143	2964	0	0
ENSMUST00000168010.2	472	293	0	0
ENSMUST00000165831.2	855	676	0	0
ENSMUST00000144925.2	229	50.3754	0	0
ENSMUST00000061725.8	1689	1510	0	0
ENSMUST00000154347.2	917	738	0	0
ENSMUST00000233370.2	1331	1152	0	0
ENSMUST00000049872.9	2724	2545	0	0
ENSMUST00000227267.2	361	182	0	0
ENSMUST00000151571.2	1369	1190	0	0
ENSMUST00000021362.5	1905	1726	70	13.6078
ENSMUST00000138585.8	2490	2311	0	0
ENSMUST00000154667.2	3316	3137	0	0
ENSMUST00000045976.7	913	734	0	0
ENSMUST00000024928.4	1094	915	0	0
ENSMUST00000235013.2	1601	1422	0	0
ENSMUST00000116558.3	1189	1010	0	0
ENSMUST00000099955.4	1197	1018	0	0
ENSMUST00000161368.2	1160	981	161.243	55.1497
ENSMUST00000160274.2	391	212	0	0
ENSMUST00000022529.8	3223	3044	270.363	29.8012
ENSMUST00000160189.2	3159	2980	0	0
ENSMUST00000162356.2	465	286	0	0
ENSMUST00000223717.2	1619	1440	0	0
ENSMUST00000225857.2	1962	1783	52.6368	9.90534
ENSMUST00000223633.2	2438	2259	0	0
ENSMUST00000225039.2	1401	1222	0	0
ENSMUST00000160406.2	597	418	0	0
ENSMUST00000022881.15	3248	3069	0	0
ENSMUST00000228600.2	361	182	0	0
ENSMUST00000228327.2	579	400	0	0
ENSMUST00000227275.2	3200	3021	0	0
ENSMUST00000226750.2	484	305	0	0
ENSMUST00000226438.2	2783	2604	38.4922	4.95979
ENSMUST00000110438.3	1526	1347	0	0
ENSMUST00000228306.2	1430	1251	119.508	32.0531
ENSMUST00000215796.2	2782	2603	0	0
ENSMUST00000074499.4	954	775	0	0
ENSMUST00000135043.8	2979	2800	0	0
ENSMUST00000029654.15	3029	2850	0	0
ENSMUST00000194085.6	1341	1162	67	19.3464
ENSMUST00000107743.8	1101	922	0	0
ENSMUST00000193031.2	1620	1441	0	0
ENSMUST00000132330.2	563	384	0	0
ENSMUST00000224954.2	8956	8777	0	0
ENSMUST00000057610.8	3646	3467	0	0
ENSMUST00000224595.2	1926	1747	0	0
ENSMUST00000226030.2	1039	860	0	0
ENSMUST00000160852.8	2532	2353	13.8087	1.96907
ENSMUST00000217701.2	2813	2634	0	0
ENSMUST00000215719.2	2728	2549	0	0
ENSMUST00000214465.2	1967	1788	0	0
ENSMUST00000075468.5	954	775	0	0
ENSMUST00000043610.13	7190	7011	48	2.29717
ENSMUST00000162184.8	2157	1978	0	0
ENSMUST00000160221.2	3114	2935	0	0
ENSMUST00000162492.8	3994	3815	0	0
ENSMUST00000160452.2	2643	2464	0	0
ENSMUST00000161536.2	849	670	0	0
ENSMUST00000161330.2	2667	2488	0	0
ENSMUST00000218832.2	1899	1720	0	0
ENSMUST00000067503.4	933	754	0	0
ENSMUST00000204826.3	910	731	0	0
ENSMUST00000032240.4	1323	1144	0	0
ENSMUST00000203421.2	593	414	0	0
ENSMUST00000111115.8	3259	3080	0	0
ENSMUST00000022634.9	3238	3059	283	31.0412
ENSMUST00000138160.8	789	610	0	0
ENSMUST00000151059.8	492	313	0	0
ENSMUST00000142593.8	446	267	0	0
ENSMUST00000135703.2	354	175	0	0
ENSMUST00000129605.2	540	361	0	0
ENSMUST00000117492.9	3886	3707	0	0
